name,audio_name,audio_path,image_name,image_path,label,predict,confidence
50_block2_21_89_PA_6,50_block2_21_89_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_21_89_PA_6.wav,50_block2_21_89_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_21_89_PA_6.png,pa,pa,0.6425976157188416
50_block2_31_159_PA_8,50_block2_31_159_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_31_159_PA_8.wav,50_block2_31_159_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_31_159_PA_8.png,pa,pa,0.9096233248710632
50_block1_64_39_TA_9,50_block1_64_39_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_64_39_TA_9.wav,50_block1_64_39_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_64_39_TA_9.png,,ta,0.9998486042022704
50_block2_37_84_PA_6,50_block2_37_84_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_37_84_PA_6.wav,50_block2_37_84_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_37_84_PA_6.png,,pa,0.9493176937103271
50_block2_30_115_PA_7,50_block2_30_115_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_30_115_PA_7.wav,50_block2_30_115_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_30_115_PA_7.png,,pa,0.9556677937507628
50_block2_71_153_PA_8,50_block2_71_153_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_71_153_PA_8.wav,50_block2_71_153_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_71_153_PA_8.png,,pa,0.9370537400245668
50_block2_75_129_TA_3,50_block2_75_129_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_75_129_TA_3.wav,50_block2_75_129_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_75_129_TA_3.png,,ta,0.99906986951828
50_block2_41_130_TA_1,50_block2_41_130_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_41_130_TA_1.wav,50_block2_41_130_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_41_130_TA_1.png,,ta,0.995829164981842
50_block1_4_15_PA_4,50_block1_4_15_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_4_15_PA_4.wav,50_block1_4_15_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_4_15_PA_4.png,,ta,0.9998899698257446
50_block2_78_148_PA_7,50_block2_78_148_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_78_148_PA_7.wav,50_block2_78_148_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_78_148_PA_7.png,pa,pa,0.6955179572105408
50_block1_6_29_TA_7,50_block1_6_29_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_6_29_TA_7.wav,50_block1_6_29_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_6_29_TA_7.png,,pa,0.953058660030365
50_block2_70_94_PA_7,50_block2_70_94_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_70_94_PA_7.wav,50_block2_70_94_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_70_94_PA_7.png,,pa,0.9588404297828674
50_block1_33_75_PA_1,50_block1_33_75_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_33_75_PA_1.wav,50_block1_33_75_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_33_75_PA_1.png,,pa,0.9308469891548156
50_block1_8_25_TA_9,50_block1_8_25_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_8_25_TA_9.wav,50_block1_8_25_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_8_25_TA_9.png,pa,pa,0.875072717666626
50_block1_55_32_TA_8,50_block1_55_32_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_55_32_TA_8.wav,50_block1_55_32_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_55_32_TA_8.png,,ta,0.998200297355652
50_block1_58_24_PA_2,50_block1_58_24_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_58_24_PA_2.wav,50_block1_58_24_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_58_24_PA_2.png,,ta,0.9989479184150696
50_block2_73_138_TA_1,50_block2_73_138_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_73_138_TA_1.wav,50_block2_73_138_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_73_138_TA_1.png,,ta,0.9998310804367064
50_block2_50_96_TA_2,50_block2_50_96_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_50_96_TA_2.wav,50_block2_50_96_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_50_96_TA_2.png,,ta,0.96819669008255
50_block2_42_133_TA_2,50_block2_42_133_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_42_133_TA_2.wav,50_block2_42_133_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_42_133_TA_2.png,,ta,0.972518265247345
50_block2_10_92_TA_2,50_block2_10_92_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_10_92_TA_2.wav,50_block2_10_92_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_10_92_TA_2.png,,ta,0.9997749924659728
50_block1_3_16_PA_3,50_block1_3_16_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_3_16_PA_3.wav,50_block1_3_16_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_3_16_PA_3.png,,ta,0.9999196529388428
50_block1_20_79_PA_4,50_block1_20_79_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_20_79_PA_4.wav,50_block1_20_79_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_20_79_PA_4.png,,pa,0.9549369215965272
50_block1_49_46_PA_1,50_block1_49_46_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_49_46_PA_1.wav,50_block1_49_46_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_49_46_PA_1.png,,ta,0.929092288017273
50_block2_80_93_PA_9,50_block2_80_93_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_80_93_PA_9.wav,50_block2_80_93_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_80_93_PA_9.png,,pa,0.977716624736786
50_block1_26_36_PA_2,50_block1_26_36_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_26_36_PA_2.wav,50_block1_26_36_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_26_36_PA_2.png,pa,ta,0.5931396484375
50_block1_31_12_TA_8,50_block1_31_12_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_31_12_TA_8.wav,50_block1_31_12_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_31_12_TA_8.png,pa,pa,0.9061209559440612
50_block1_71_54_TA_8,50_block1_71_54_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_71_54_TA_8.wav,50_block1_71_54_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_71_54_TA_8.png,,ta,0.9833347201347352
50_block2_64_100_PA_9,50_block2_64_100_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_64_100_PA_9.wav,50_block2_64_100_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_64_100_PA_9.png,,pa,0.9843313097953796
50_block2_14_105_PA_7,50_block2_14_105_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_14_105_PA_7.wav,50_block2_14_105_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_14_105_PA_7.png,pa,ta,0.8688364624977112
50_block1_23_42_TA_8,50_block1_23_42_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_23_42_TA_8.wav,50_block1_23_42_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_23_42_TA_8.png,,ta,0.9981504082679749
50_block2_29_121_PA_6,50_block2_29_121_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_29_121_PA_6.wav,50_block2_29_121_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_29_121_PA_6.png,pa,pa,0.868120014667511
50_block2_27_107_TA_3,50_block2_27_107_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_27_107_TA_3.wav,50_block2_27_107_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_27_107_TA_3.png,,ta,0.9991227984428406
50_block1_79_57_TA_8,50_block1_79_57_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_79_57_TA_8.wav,50_block1_79_57_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_79_57_TA_8.png,,ta,0.9986141920089722
50_block1_52_5_PA_4,50_block1_52_5_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_52_5_PA_4.wav,50_block1_52_5_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_52_5_PA_4.png,,ta,0.9911675453186036
50_block2_8_157_PA_9,50_block2_8_157_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_8_157_PA_9.wav,50_block2_8_157_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_8_157_PA_9.png,,pa,0.9534679055213928
50_block1_41_11_PA_1,50_block1_41_11_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_41_11_PA_1.wav,50_block1_41_11_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_41_11_PA_1.png,,ta,0.9975939393043518
50_block2_34_82_TA_2,50_block2_34_82_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_34_82_TA_2.wav,50_block2_34_82_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_34_82_TA_2.png,,ta,0.9941447377204896
50_block2_43_120_TA_3,50_block2_43_120_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_43_120_TA_3.wav,50_block2_43_120_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_43_120_TA_3.png,,ta,0.9969480633735656
50_block1_68_33_PA_4,50_block1_68_33_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_68_33_PA_4.wav,50_block1_68_33_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_68_33_PA_4.png,pa,pa,0.8078702688217163
50_block1_78_60_TA_7,50_block1_78_60_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_78_60_TA_7.wav,50_block1_78_60_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_78_60_TA_7.png,,ta,0.9747316837310792
50_block1_9_69_PA_1,50_block1_9_69_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_9_69_PA_1.wav,50_block1_9_69_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_9_69_PA_1.png,pa,pa,0.9073143005371094
50_block1_1_17_PA_1,50_block1_1_17_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_1_17_PA_1.wav,50_block1_1_17_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_1_17_PA_1.png,,ta,0.9947984218597412
50_block1_27_78_PA_3,50_block1_27_78_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_27_78_PA_3.wav,50_block1_27_78_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_27_78_PA_3.png,,pa,0.9631214737892152
50_block2_49_118_TA_1,50_block2_49_118_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_49_118_TA_1.wav,50_block2_49_118_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_49_118_TA_1.png,,ta,0.9914699196815492
50_block2_54_123_PA_7,50_block2_54_123_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_54_123_PA_7.wav,50_block2_54_123_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_54_123_PA_7.png,pa,ta,0.6554189920425415
50_block2_24_113_PA_9,50_block2_24_113_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_24_113_PA_9.wav,50_block2_24_113_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_24_113_PA_9.png,pa,pa,0.7986336350440979
50_block1_53_49_TA_6,50_block1_53_49_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_53_49_TA_6.wav,50_block1_53_49_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_53_49_TA_6.png,,ta,0.9992716908454896
50_block2_48_132_PA_9,50_block2_48_132_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_48_132_PA_9.wav,50_block2_48_132_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_48_132_PA_9.png,pa,pa,0.7674430012702942
50_block2_26_137_TA_2,50_block2_26_137_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_26_137_TA_2.wav,50_block2_26_137_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_26_137_TA_2.png,,ta,0.978997528553009
50_block2_40_150_PA_9,50_block2_40_150_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_40_150_PA_9.wav,50_block2_40_150_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_40_150_PA_9.png,ta,pa,0.8723015189170837
50_block1_80_27_TA_9,50_block1_80_27_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_80_27_TA_9.wav,50_block1_80_27_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_80_27_TA_9.png,,ta,0.969610869884491
50_block2_56_135_PA_9,50_block2_56_135_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_56_135_PA_9.wav,50_block2_56_135_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_56_135_PA_9.png,pa,pa,0.834200382232666
50_block1_63_43_TA_8,50_block1_63_43_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_63_43_TA_8.wav,50_block1_63_43_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_63_43_TA_8.png,,ta,0.997789978981018
50_block1_35_77_PA_3,50_block1_35_77_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_35_77_PA_3.wav,50_block1_35_77_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_35_77_PA_3.png,,pa,0.941118597984314
50_block2_55_90_PA_8,50_block2_55_90_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_55_90_PA_8.wav,50_block2_55_90_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_55_90_PA_8.png,pa,pa,0.8476876020431519
50_block2_5_87_PA_6,50_block2_5_87_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_5_87_PA_6.wav,50_block2_5_87_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_5_87_PA_6.png,pa,pa,0.9121398329734802
50_block2_76_125_TA_4,50_block2_76_125_TA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_76_125_TA_4.wav,50_block2_76_125_TA_4.png,/Users/hela/Code/pata/spectrograms/50_block2_76_125_TA_4.png,,ta,0.9998769760131836
50_block1_46_28_TA_7,50_block1_46_28_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_46_28_TA_7.wav,50_block1_46_28_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_46_28_TA_7.png,pa,ta,0.8402872681617737
50_block1_61_55_TA_6,50_block1_61_55_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_61_55_TA_6.wav,50_block1_61_55_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_61_55_TA_6.png,,ta,0.9968698620796204
50_block1_37_56_TA_6,50_block1_37_56_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_37_56_TA_6.wav,50_block1_37_56_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_37_56_TA_6.png,,ta,0.9981402158737184
50_block1_2_45_PA_2,50_block1_2_45_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_2_45_PA_2.wav,50_block1_2_45_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_2_45_PA_2.png,pa,pa,0.6945372223854065
50_block1_34_8_PA_2,50_block1_34_8_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_34_8_PA_2.wav,50_block1_34_8_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_34_8_PA_2.png,,ta,0.9891926646232604
50_block1_29_66_TA_6,50_block1_29_66_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_29_66_TA_6.wav,50_block1_29_66_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_29_66_TA_6.png,,ta,0.9999451637268066
50_block1_47_1_TA_8,50_block1_47_1_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_47_1_TA_8.wav,50_block1_47_1_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_47_1_TA_8.png,,ta,0.9821487665176392
50_block2_63_104_PA_8,50_block2_63_104_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_63_104_PA_8.wav,50_block2_63_104_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_63_104_PA_8.png,pa,pa,0.9017356634140016
50_block1_15_58_TA_8,50_block1_15_58_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_15_58_TA_8.wav,50_block1_15_58_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_15_58_TA_8.png,,ta,0.9993849992752076
50_block1_76_20_PA_4,50_block1_76_20_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_76_20_PA_4.wav,50_block1_76_20_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_76_20_PA_4.png,,ta,0.9961143732070924
50_block2_77_95_PA_6,50_block2_77_95_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_77_95_PA_6.wav,50_block2_77_95_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_77_95_PA_6.png,pa,pa,0.9162064790725708
50_block2_39_122_PA_8,50_block2_39_122_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_39_122_PA_8.wav,50_block2_39_122_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_39_122_PA_8.png,,pa,0.9415521025657654
50_block1_44_65_PA_4,50_block1_44_65_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_44_65_PA_4.wav,50_block1_44_65_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_44_65_PA_4.png,err,ta,0.8181413412094116
50_block2_52_116_TA_4,50_block2_52_116_TA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_52_116_TA_4.wav,50_block2_52_116_TA_4.png,/Users/hela/Code/pata/spectrograms/50_block2_52_116_TA_4.png,,ta,0.9994064569473268
50_block2_17_112_TA_1,50_block2_17_112_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_17_112_TA_1.wav,50_block2_17_112_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_17_112_TA_1.png,,ta,0.9997914433479308
50_block1_51_47_PA_3,50_block1_51_47_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_51_47_PA_3.wav,50_block1_51_47_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_51_47_PA_3.png,pa,pa,0.8606463670730591
50_block1_25_52_PA_1,50_block1_25_52_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_25_52_PA_1.wav,50_block1_25_52_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_25_52_PA_1.png,ta,pa,0.8743693828582764
50_block2_33_99_TA_1,50_block2_33_99_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_33_99_TA_1.wav,50_block2_33_99_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_33_99_TA_1.png,,ta,0.9925298094749452
50_block1_62_23_TA_7,50_block1_62_23_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_62_23_TA_7.wav,50_block1_62_23_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_62_23_TA_7.png,,ta,0.9213140606880188
50_block2_47_140_PA_8,50_block2_47_140_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_47_140_PA_8.wav,50_block2_47_140_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_47_140_PA_8.png,,pa,0.9523119926452636
50_block1_12_59_PA_4,50_block1_12_59_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_12_59_PA_4.wav,50_block1_12_59_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_12_59_PA_4.png,,pa,0.9667216539382936
50_block2_2_83_TA_2,50_block2_2_83_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_2_83_TA_2.wav,50_block2_2_83_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_2_83_TA_2.png,,ta,0.9979150891304016
50_block1_74_76_PA_2,50_block1_74_76_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_74_76_PA_2.wav,50_block1_74_76_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_74_76_PA_2.png,pa,pa,0.7221903204917908
50_block2_35_146_TA_3,50_block2_35_146_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_35_146_TA_3.wav,50_block2_35_146_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_35_146_TA_3.png,,ta,0.998933494091034
50_block1_66_19_PA_2,50_block1_66_19_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_66_19_PA_2.wav,50_block1_66_19_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_66_19_PA_2.png,,ta,0.9997465014457704
50_block1_7_14_TA_8,50_block1_7_14_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_7_14_TA_8.wav,50_block1_7_14_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_7_14_TA_8.png,pa,ta,0.8300925493240356
50_block2_69_142_PA_6,50_block2_69_142_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_69_142_PA_6.wav,50_block2_69_142_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_69_142_PA_6.png,,pa,0.9334144592285156
50_block2_53_124_PA_6,50_block2_53_124_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_53_124_PA_6.wav,50_block2_53_124_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_53_124_PA_6.png,pa,pa,0.8893869519233704
50_block1_19_68_PA_3,50_block1_19_68_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_19_68_PA_3.wav,50_block1_19_68_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_19_68_PA_3.png,,pa,0.9456809759140016
50_block1_36_34_PA_4,50_block1_36_34_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_36_34_PA_4.wav,50_block1_36_34_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_36_34_PA_4.png,,ta,0.9481143951416016
50_block1_70_3_TA_7,50_block1_70_3_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_70_3_TA_7.wav,50_block1_70_3_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_70_3_TA_7.png,,pa,0.9261422753334044
50_block2_11_119_TA_3,50_block2_11_119_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_11_119_TA_3.wav,50_block2_11_119_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_11_119_TA_3.png,,ta,0.9998050332069396
50_block2_62_85_PA_7,50_block2_62_85_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_62_85_PA_7.wav,50_block2_62_85_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_62_85_PA_7.png,pa,pa,0.8838264346122742
50_block2_38_147_PA_7,50_block2_38_147_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_38_147_PA_7.wav,50_block2_38_147_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_38_147_PA_7.png,pa,pa,0.89238440990448
50_block1_72_73_TA_9,50_block1_72_73_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_72_73_TA_9.wav,50_block1_72_73_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_72_73_TA_9.png,,ta,0.998486876487732
50_block1_43_6_PA_3,50_block1_43_6_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_43_6_PA_3.wav,50_block1_43_6_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_43_6_PA_3.png,,ta,0.9805508852005004
50_block1_59_2_PA_3,50_block1_59_2_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_59_2_PA_3.wav,50_block1_59_2_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_59_2_PA_3.png,,pa,0.9320423007011414
