name,audio_name,audio_path,image_name,image_path,label
50_block1_8_25_TA_9,50_block1_8_25_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_8_25_TA_9.wav,50_block1_8_25_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_8_25_TA_9.png,
50_block2_45_155_PA_6,50_block2_45_155_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_45_155_PA_6.wav,50_block2_45_155_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_45_155_PA_6.png,
50_block1_55_32_TA_8,50_block1_55_32_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_55_32_TA_8.wav,50_block1_55_32_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_55_32_TA_8.png,
50_block2_25_141_TA_1,50_block2_25_141_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_25_141_TA_1.wav,50_block2_25_141_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_25_141_TA_1.png,
50_block1_58_24_PA_2,50_block1_58_24_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_58_24_PA_2.wav,50_block1_58_24_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_58_24_PA_2.png,
50_block1_40_38_TA_9,50_block1_40_38_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_40_38_TA_9.wav,50_block1_40_38_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_40_38_TA_9.png,
50_block2_73_138_TA_1,50_block2_73_138_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_73_138_TA_1.wav,50_block2_73_138_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_73_138_TA_1.png,
50_block2_50_96_TA_2,50_block2_50_96_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_50_96_TA_2.wav,50_block2_50_96_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_50_96_TA_2.png,
50_block2_42_133_TA_2,50_block2_42_133_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_42_133_TA_2.wav,50_block2_42_133_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_42_133_TA_2.png,
50_block2_10_92_TA_2,50_block2_10_92_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_10_92_TA_2.wav,50_block2_10_92_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_10_92_TA_2.png,
50_block1_3_16_PA_3,50_block1_3_16_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_3_16_PA_3.wav,50_block1_3_16_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_3_16_PA_3.png,
50_block1_20_79_PA_4,50_block1_20_79_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_20_79_PA_4.wav,50_block1_20_79_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_20_79_PA_4.png,
50_block1_49_46_PA_1,50_block1_49_46_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_49_46_PA_1.wav,50_block1_49_46_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_49_46_PA_1.png,
50_block2_80_93_PA_9,50_block2_80_93_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_80_93_PA_9.wav,50_block2_80_93_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_80_93_PA_9.png,
50_block1_26_36_PA_2,50_block1_26_36_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_26_36_PA_2.wav,50_block1_26_36_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_26_36_PA_2.png,
50_block1_28_70_PA_4,50_block1_28_70_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_28_70_PA_4.wav,50_block1_28_70_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_28_70_PA_4.png,
50_block1_45_37_TA_6,50_block1_45_37_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_45_37_TA_6.wav,50_block1_45_37_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_45_37_TA_6.png,
50_block1_31_12_TA_8,50_block1_31_12_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_31_12_TA_8.wav,50_block1_31_12_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_31_12_TA_8.png,
50_block1_38_48_TA_7,50_block1_38_48_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_38_48_TA_7.wav,50_block1_38_48_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_38_48_TA_7.png,
50_block1_48_50_TA_9,50_block1_48_50_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_48_50_TA_9.wav,50_block1_48_50_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_48_50_TA_9.png,
50_block1_17_64_PA_1,50_block1_17_64_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_17_64_PA_1.wav,50_block1_17_64_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_17_64_PA_1.png,
50_block1_71_54_TA_8,50_block1_71_54_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_71_54_TA_8.wav,50_block1_71_54_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_71_54_TA_8.png,
50_block2_64_100_PA_9,50_block2_64_100_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_64_100_PA_9.wav,50_block2_64_100_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_64_100_PA_9.png,
50_block2_61_149_PA_6,50_block2_61_149_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_61_149_PA_6.wav,50_block2_61_149_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_61_149_PA_6.png,
50_block2_57_98_TA_1,50_block2_57_98_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_57_98_TA_1.wav,50_block2_57_98_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_57_98_TA_1.png,
50_block1_22_67_TA_7,50_block1_22_67_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_22_67_TA_7.wav,50_block1_22_67_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_22_67_TA_7.png,
50_block2_14_105_PA_7,50_block2_14_105_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_14_105_PA_7.wav,50_block2_14_105_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_14_105_PA_7.png,
50_block2_3_145_TA_3,50_block2_3_145_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_3_145_TA_3.wav,50_block2_3_145_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_3_145_TA_3.png,
50_block1_23_42_TA_8,50_block1_23_42_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_23_42_TA_8.wav,50_block1_23_42_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_23_42_TA_8.png,
50_block2_29_121_PA_6,50_block2_29_121_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_29_121_PA_6.wav,50_block2_29_121_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_29_121_PA_6.png,
50_block2_27_107_TA_3,50_block2_27_107_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_27_107_TA_3.wav,50_block2_27_107_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_27_107_TA_3.png,
50_block1_79_57_TA_8,50_block1_79_57_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_79_57_TA_8.wav,50_block1_79_57_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_79_57_TA_8.png,
50_block1_52_5_PA_4,50_block1_52_5_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_52_5_PA_4.wav,50_block1_52_5_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_52_5_PA_4.png,
50_block2_8_157_PA_9,50_block2_8_157_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_8_157_PA_9.wav,50_block2_8_157_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_8_157_PA_9.png,
50_block2_20_111_TA_4,50_block2_20_111_TA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_20_111_TA_4.wav,50_block2_20_111_TA_4.png,/Users/hela/Code/pata/spectrograms/50_block2_20_111_TA_4.png,
50_block1_41_11_PA_1,50_block1_41_11_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_41_11_PA_1.wav,50_block1_41_11_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_41_11_PA_1.png,
50_block2_34_82_TA_2,50_block2_34_82_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_34_82_TA_2.wav,50_block2_34_82_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_34_82_TA_2.png,
50_block1_14_72_TA_7,50_block1_14_72_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_14_72_TA_7.wav,50_block1_14_72_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_14_72_TA_7.png,
50_block1_56_22_TA_9,50_block1_56_22_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_56_22_TA_9.wav,50_block1_56_22_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_56_22_TA_9.png,
50_block2_43_120_TA_3,50_block2_43_120_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_43_120_TA_3.wav,50_block2_43_120_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_43_120_TA_3.png,
50_block2_6_160_PA_7,50_block2_6_160_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_6_160_PA_7.wav,50_block2_6_160_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_6_160_PA_7.png,
50_block2_60_81_TA_4,50_block2_60_81_TA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_60_81_TA_4.wav,50_block2_60_81_TA_4.png,/Users/hela/Code/pata/spectrograms/50_block2_60_81_TA_4.png,
50_block1_68_33_PA_4,50_block1_68_33_PA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_68_33_PA_4.wav,50_block1_68_33_PA_4.png,/Users/hela/Code/pata/spectrograms/50_block1_68_33_PA_4.png,
50_block1_78_60_TA_7,50_block1_78_60_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_78_60_TA_7.wav,50_block1_78_60_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_78_60_TA_7.png,
50_block2_7_127_PA_8,50_block2_7_127_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_7_127_PA_8.wav,50_block2_7_127_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_7_127_PA_8.png,
50_block1_9_69_PA_1,50_block1_9_69_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_9_69_PA_1.wav,50_block1_9_69_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_9_69_PA_1.png,
50_block1_1_17_PA_1,50_block1_1_17_PA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_1_17_PA_1.wav,50_block1_1_17_PA_1.png,/Users/hela/Code/pata/spectrograms/50_block1_1_17_PA_1.png,
50_block1_27_78_PA_3,50_block1_27_78_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_27_78_PA_3.wav,50_block1_27_78_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_27_78_PA_3.png,
50_block1_54_18_TA_7,50_block1_54_18_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_54_18_TA_7.wav,50_block1_54_18_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_54_18_TA_7.png,
50_block2_49_118_TA_1,50_block2_49_118_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_49_118_TA_1.wav,50_block2_49_118_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_49_118_TA_1.png,
50_block2_54_123_PA_7,50_block2_54_123_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_54_123_PA_7.wav,50_block2_54_123_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_54_123_PA_7.png,
50_block2_4_108_TA_4,50_block2_4_108_TA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_4_108_TA_4.wav,50_block2_4_108_TA_4.png,/Users/hela/Code/pata/spectrograms/50_block2_4_108_TA_4.png,
50_block2_24_113_PA_9,50_block2_24_113_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_24_113_PA_9.wav,50_block2_24_113_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_24_113_PA_9.png,
50_block1_53_49_TA_6,50_block1_53_49_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_53_49_TA_6.wav,50_block1_53_49_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_53_49_TA_6.png,
50_block2_1_144_TA_1,50_block2_1_144_TA_1.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_1_144_TA_1.wav,50_block2_1_144_TA_1.png,/Users/hela/Code/pata/spectrograms/50_block2_1_144_TA_1.png,
50_block2_48_132_PA_9,50_block2_48_132_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_48_132_PA_9.wav,50_block2_48_132_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_48_132_PA_9.png,
50_block2_72_154_PA_9,50_block2_72_154_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_72_154_PA_9.wav,50_block2_72_154_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_72_154_PA_9.png,
50_block2_26_137_TA_2,50_block2_26_137_TA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_26_137_TA_2.wav,50_block2_26_137_TA_2.png,/Users/hela/Code/pata/spectrograms/50_block2_26_137_TA_2.png,
50_block2_40_150_PA_9,50_block2_40_150_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_40_150_PA_9.wav,50_block2_40_150_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_40_150_PA_9.png,
50_block2_67_156_TA_3,50_block2_67_156_TA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_67_156_TA_3.wav,50_block2_67_156_TA_3.png,/Users/hela/Code/pata/spectrograms/50_block2_67_156_TA_3.png,
50_block1_80_27_TA_9,50_block1_80_27_TA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_80_27_TA_9.wav,50_block1_80_27_TA_9.png,/Users/hela/Code/pata/spectrograms/50_block1_80_27_TA_9.png,
50_block2_56_135_PA_9,50_block2_56_135_PA_9.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_56_135_PA_9.wav,50_block2_56_135_PA_9.png,/Users/hela/Code/pata/spectrograms/50_block2_56_135_PA_9.png,
50_block1_63_43_TA_8,50_block1_63_43_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_63_43_TA_8.wav,50_block1_63_43_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_63_43_TA_8.png,
50_block1_35_77_PA_3,50_block1_35_77_PA_3.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_35_77_PA_3.wav,50_block1_35_77_PA_3.png,/Users/hela/Code/pata/spectrograms/50_block1_35_77_PA_3.png,
50_block1_42_80_PA_2,50_block1_42_80_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_42_80_PA_2.wav,50_block1_42_80_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_42_80_PA_2.png,
50_block2_55_90_PA_8,50_block2_55_90_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_55_90_PA_8.wav,50_block2_55_90_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_55_90_PA_8.png,
50_block2_5_87_PA_6,50_block2_5_87_PA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_5_87_PA_6.wav,50_block2_5_87_PA_6.png,/Users/hela/Code/pata/spectrograms/50_block2_5_87_PA_6.png,
50_block2_76_125_TA_4,50_block2_76_125_TA_4.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_76_125_TA_4.wav,50_block2_76_125_TA_4.png,/Users/hela/Code/pata/spectrograms/50_block2_76_125_TA_4.png,
50_block1_46_28_TA_7,50_block1_46_28_TA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_46_28_TA_7.wav,50_block1_46_28_TA_7.png,/Users/hela/Code/pata/spectrograms/50_block1_46_28_TA_7.png,
50_block2_46_143_PA_7,50_block2_46_143_PA_7.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_46_143_PA_7.wav,50_block2_46_143_PA_7.png,/Users/hela/Code/pata/spectrograms/50_block2_46_143_PA_7.png,
50_block1_61_55_TA_6,50_block1_61_55_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_61_55_TA_6.wav,50_block1_61_55_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_61_55_TA_6.png,
50_block1_37_56_TA_6,50_block1_37_56_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_37_56_TA_6.wav,50_block1_37_56_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_37_56_TA_6.png,
50_block1_2_45_PA_2,50_block1_2_45_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_2_45_PA_2.wav,50_block1_2_45_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_2_45_PA_2.png,
50_block1_34_8_PA_2,50_block1_34_8_PA_2.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_34_8_PA_2.wav,50_block1_34_8_PA_2.png,/Users/hela/Code/pata/spectrograms/50_block1_34_8_PA_2.png,
50_block1_29_66_TA_6,50_block1_29_66_TA_6.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_29_66_TA_6.wav,50_block1_29_66_TA_6.png,/Users/hela/Code/pata/spectrograms/50_block1_29_66_TA_6.png,
50_block1_47_1_TA_8,50_block1_47_1_TA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block1_47_1_TA_8.wav,50_block1_47_1_TA_8.png,/Users/hela/Code/pata/spectrograms/50_block1_47_1_TA_8.png,
50_block2_63_104_PA_8,50_block2_63_104_PA_8.wav,/Users/hela/Code/pata/Audio_data/50/50_block2_63_104_PA_8.wav,50_block2_63_104_PA_8.png,/Users/hela/Code/pata/spectrograms/50_block2_63_104_PA_8.png,
